index,year,month,day,title,contents,related_stocks
219,2018,2018,28,________“_____”_____________,"___________________“_____”______________ 
_____________(_)____“____”__________“____”_____150_______26_______4____________20_________________________2020______________________________________________________“____”___________________________________28________________26____17___________9_______________5_____________“_”___",[]
220,2018,2018,28,_______________________“___”,"6_28______________________________________________________________________
_____________________________________________________________________________________________________________“_________________20_”_____
__Top 20___
_______________________20__________________________________________________________________
_____________________________________________20_______13________________________________________________________________________________________________________________________________________________
______________________________________________________________________________________________________________“_____________________________________________”
_________________________________________________________________________________________________“_____”_“_____”______
__________________________________________________20________________________________________________________________
______
_____________________________________
__________________________________________3C______________________________________________________________________________________________________________________________________Amazon Alexa___Amazon Alexa______________________________________
____________________________________________________________________________________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________________________________
____________________“______”_________“______”_____________________________________________________________________________________________
__Alexa____
_____________________________________
___________Alexa___________________Echo______Alexa__________Echo______________________________Alexa________Fire TV____________________Echo Show_________________________
_____Alexa Skill Kit(ASK)____________________Alexa_______________________________________________________________________________________Alexa_______
__________“Works with Amazon Alexa”(WWA)____________________________Alexa_____________________________________WWA________1000__________________WWA____Alexa________________________________
___________2012___________________________________________3________________________________________________________________10_____________________140____________________185_______",['___']
221,2018,2018,27,____3_______________ ______2841_,"27___________2018_3_____________________3______________10888________13704_________2817_____________2841_________24____
___________________8212________1246___________1430_________________75%_11%_13%___________1291________7452__________2145_______12%_68%_20%____________________5233______48%__________5654______52%_
_________________7343________2008___________4353_______________54%_15%_32%___________4132________5158__________4414_______30%_38%_32%____________________5793______42%__________7911______58%_","['____', '__']"
222,2018,2018,27,____________________________,"__
____________________________________________1________________________________________________


________________1__________________________________________
_____________________(_____)_(_________)______________________________________________________________________________________
__________________________________5______________________________________________
____________________________________________________________________________________________________________
__2016_6________2015_________________________________________________4__________________________________175.65___
_____________________________________________________________________________________19.65___________________________
____________________________________________________
________________________________________________(______)__________________________________________________________________________________________________________________________________________________________________________________________________________________
_______________________________________________________________
_____________________9___________________________________________________________________________________________________________
_______________________________________1_____3___________________________________________________
__________2016___________10219.3______________________________________5358.5_______________4860.8________1516.9_____45.4%_",[]
223,2018,2018,28,__________,"“______·___________”2018_________________________35_______________________________________________“_________”_
___________“__________________”_________________________________________+_____+____________________________________________________________________________________________________“______”___________________________________________________________________“____”_______________
___________________________________________________________________________________________15___________________________________________15____________________________________________________________________
____5_9____________________2018-2019_____________________________“_____(__)_________‘______’_____________________________________________________”______15____________________________________
______2017__________1669_____________1868__________________________________________________________________________________________________________",['____']
224,2018,2018,29,__AMC____ ________,"__
___AMC____ _____________________“__________‘___’__________________”______________________________“__”___________(AMC)____________________________________________________________________________“__”__“__”____________________AMC_____________________________________________


______________“__________‘___’__________________”______________________________“__”___________(AMC)____________________________________________________________________________“__”__“__”______________________AMC_____________________________________________4000______AMC________________________(2017)___________2017______AMC_____57__________1545________4000________1500______________________AMC______________________2016____________________________________AMC“__”_______“__AMC______________________”_____________10______________AMC_____________________3________________AMC____________________________3-5____AMC______________________________________________AMC___________________________________________________________________________________________________AMC___________________“__”____________________2016_7_6____________AMC_________6_13_____________________________________10____47.21_____5_8_____________35________________(____)_________“____________AMC________________________________”______________________________________________2017_____________________2017_______7300_____AMC___________AMC______________7718.85______________________________________AMC__________________________________________________________________“____”__________AMC_“____”_______________2______2015___________________________________“__”_______AMC____“__”___“______AMC_______________________”__AMC___________________AMC______________AMC________“__”____________________________AMC____________________________AMC_________________________________________________________________________________AMC__________________________AMC__________________________________________________________AMC_____AMC____________________________________________AMC___________________________________AMC________________________________________________________AMC________________________________AMC______________________AMC____________________“_______________AMC________________________________________”","['____', '____', '____', '____', '__', '____']"
225,2018,2018,27,____3______________2817___,"__
_____3______________2817________3______________2817_____________2841_________24___________


__2018_3______________10888________13704_________2817_____________2841_________24____
___________________8212________1246___________1430_________________75%_11%_13%___________1291________7452__________2145_______12%_68%_20%____________________5233______48%__________5654______52%_
_________________7343________2008___________4353_______________54%_15%_32%___________4132________5158__________4414_______30%_38%_32%____________________5793______42%__________7911______58%_


                (_____________2018_3_______ __________)",[]
226,2018,2018,28,_______ ________,"____1980__________________________(__)_______________________________________________3500______5000______________________
____5_________________________________________________________________________________3500______5000_________________________________5000__________1___
_____________
____________________“______________20________1800______4500_____3500_____5000________________________________10%__________40_________24______20_______3500_________________7_____________________9______9000____________5000__________10____________________6______6000_______3000_________________________”
_______________________5000_________________(__)____CEO______________“___3500______5000_____________________________________________________8000__”
__________________________3500______5000_____________5_________2017____________________74318_(_____6193_)_________________45761_(_____3813_)_
__“1______________________150__”_______________________“_________________5000____7000______5000________”
__“___3500______5000________40%__________________________”_______________________________1720_____________________________________________________________
___________
______________________________________________________________________________________________
________________4______(“_______”_“______”_“____”_“________”)_________“______________________________________________________________________________________________________________________________________________”______________________________
_________________________________________________________(______________3500_____)_________“____________________________________________________________________________________________”_____
_________“___”____
_________________________——___________________“183_”___/_________________________________/_______________________5_____________________“____________________________”
____________________“___”_______________________________________
______________“___”_________________________________________________“___”________________________________",[]
227,2018,2018,28,____________________,"__
______________________________28___________________________________


__________28____________________________________________________________________________________________________________________________1.2____________________________________________________________________________________________2001______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“____”_______________________________________________________________________________________________________________________________________________________________________________________________",[]
228,2018,2018,26,______2018__________________,"25________________2018_____________________2017______________________________________________________________________
____________________________________________________2018___________________________________________________2017___________________________________________________________________________________“___”____________________________________________________________________“__”___________________________“__”“__”“__”_______________“___________________”_________________________________________________________________________________________________________________________________________________________________________________________________________________
________________________________28_____________2017______________________1-5_____________________
__________________________________________________________________________",[]
229,2018,2018,29,__________,6_26____________________________“__”_________________________________27______________120________14________38_______________________________41___________________36__________________________6___________________“______________________________________________________________________________________”______________________________________________________________________________________________________5________5___________________________35________________37____5_16_________________35____________1961________35________________8____________________________________________________________6_28________10_____________________________________4__8____________7_4__7_____________________________________________________________________________,[]
230,2018,2018,28,____________ ____“______”,"__
_____________ ____“______”____________________________________________“______________________________________________________”___________ “_____________”________


__2018_6_27__________________6_22_____________________________________________“________”_“(___)______”_________________________________“________________________________(__)__________________”______________“_______”__6_27______________6_22________________________________(____)______________“___”______________________1__2018_7____________________________________________________________________2_2018________________________________________________________________________________________3___________________________________________________________________________________________4________________________________________________________________________(_6_27_)____________________________________________(6_27_)_____________________________(___)__________________________________________________________________________________________________6_22____________“_____________”_________“_____________(__)__________________”_____________ “___(____)____”____________6_22_____________________________________________(________)__________________________________________________________________________________________2017______________605.9_______584.5______________51.6%_________________________2017_12_26_________________________2017________________456.51___________165.4_____621.91_________________________533.07__________________509.68_________23.14_______0.25____________________________375.92_____________76.8_____452.72_________________________109.98_____________104.89_____6.17%_______4.88_______0.21______________“(___)____________________________________________________________”__________“_________________________________________”____2018________“_____________________________________________________________________________________”___________________2018_________________________________________2018_6_20____________________(__)___6_26__________________________________________“___________________________________________________________________________________________________________________________________________”",[]
231,2018,2018,29,______________ ____________,__________28_____5__________105.3________________7.1%____1—4___________0.2________________________________________________________________________________________________________________________5_________________0.2_____5__________0.3______________________________________5__________________12%_9.3%______________5.1_2.4_____5____________PMI_____1.3_1.0______________1.1_2.9____________________________5________3.7________8.7%____1—4___0.3_________________5____________________________1.5_____56.1%______________________5_________4.9________7.5%________1.9_________________________4.67_________2%__1—4___0.4%______________________5_________________________________4_____5____________60.8%____________________________,[]
232,2018,2018,28,______________,______28____________________________________________________________2018_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,[]
233,2018,2018,27,_____________ __________,"___________CCPI_________________________________________________________________________________________________________
_____________________________________________________________________________________________________
___________________________________________________________________________________________",[]
234,2018,2018,27,__________ _________5______,"___________5__________________
__6_26______________________________________________(_____)_______
____________________________________________________________________________________________________
_______________________________________________________________________________60%__________________________
_________________________________________10-20%_________________________________5_______________________________
___________________________________________15_____5______________________________5_____________________________________________________
_____________
_______________________(_____)
_____________________________________________________________________(___2014_174_)_________________________________(_____2018_993_)______________________
________
_________________________________________________________________“_________”______“______________”_______“___”____________________________“___”______
________
___________________________________________________________________“____”___
________
__(_)____
________________________________
__1________________[ _______________________________________________________________________]__________________________________15_____5_____________________
__2___________________________________5_________________________________
__(_)_____
________________________________________(__)_____________________(__)_____________________________________________________________________________
__(_)____
______________________________5___________________________________________________________________
__(_)____
_____________________________________________________________________________
__(_)_______
______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“_______”“____”_________________________________________________________________
__(_)____
______________“___________”___________________________________________________________________90_______________________________________________________________________
__(_)____
_______________________________________________________(______)_______________________________________________________________________
__(_)____
_________________________________________________10-20%_________________________________5________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“_____”___
__(_)____
__________________________________________________________________60%__________________________
__(_)____
________________________________________________________________________________________________________________________________________________________________________________________________________
__(__)____
_________________ _______________________________________________________________________________________________________________________________________
__(__)____
_______________________________________________________________________________________5_________________________________________
__(__)____
__1________________________________________________________________________________________________________________________________________________________________________________________________________________
__2__________________________________________________________________________________________________________________
__3_______________________________________________________________________________________________________________________________________________
________
__(_)____(2018_7_)____________________________________________________
__(_)____(2018_8_--2019_3_)______________________________________________________________
__(_)____(2019_4_)________________________________
__(_)____(2019_5_)_______________________________________
________
__(_)__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
__(_)_________________________________________________________________________________________________________________________________________
__(_)_________________________________________________
______
__(_)___________________________
__(_)__________________2______________","['____', '___', '__']"
235,2018,2018,27,__________________________,"__
____________________________6_27________________________________________________________________________________________


__6_27________________________________________________________________________________________________________________ __________________27_______________________________________________________________________________________________________________________________________________________________________________________________________________“_______”______________________________________________________“301__”________________________________________________________________________________________________________________________________________________________________________________(CFIUS)_________________________________________________________________________________6_30__________________________________________________________________________________________________________________________________________________________________________(______)____270______________________270____________26__________________________________________1962________232___________________________________________________________________“232__”__________________________________________________________________________________·________________________________232_______________________________________232_______________________________________________________________________________________________________________________________________________________1962_____________________________________________________________________________________232_______________________________60_______________________“232__”____________“232__”_________________________________________________________________________________________________ ___________________21__________5_19_________________6__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________6_18______________500_____________________2000_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________>>>___________ ________________ _____________________ _____________________________________________________________ ______ __________________________",[]
236,2018,2018,27,________ ___________,"__
_________ _______________________________________________________________“__”____________________________________________________________________________________________________________________________________


_____________________________________________________“__”____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________2017___________16.47_______(____/____)_76.5%____________(100%)___“__________________________”_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________(PPP)___________________________________________2015_________________________________________________________________PPP_______________________________________________________________________________________________________________________________________________15__(_______)_____________________________________2017 _ 8 _~12 ________________________________________________ 12.78 _______________________________________________________________________________________________________________________________________________________________________________________________________3_______________________7_________________________7_14_~15______________________________________________________7_24______________________________________________________________________________________________6_20_______________________2017___________________________2017_7_____________________________________________________________________5_____8_______32.38_____3___________9.78__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“_______________________________________________________________‘___’____________‘___’_”________________________________________“_______”________________“__”_“__”_________________“__”________________________“_________________________________________________________”_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________",['____']
237,2018,2018,28,_________ _________18______,6_28______________________________2018___________________________________________________________________________________________________________________________________________________________18_____________________ ______________________________________________________________________________________10_______________________________ ____________________________A__B___________9____ _______________ _____________________________________________________________________2017_________________________________________________2018________________________________________________________________________2018_8_31__________________________,"['____', '___']"
238,2018,2018,28,_5________________16.5%,_____6_27_________1—5___________________27298.3_______16.5%____1—4____1.5_____5_________________6070.6_______21.1%____4____0.8_____,[]
239,2018,2018,27,________________ ______________,"26______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________
______________________________________________________________________________________________________________________
__“___________________________________________________‘___’___________________________________________”_________________________________________________________________________________________
____________________________________________________5____________________________________12.2%_7.6%__________1.4_0.9________________10%_______
_____________________________________________________________________________________________________________________________________“___+”______________________________________________________________
______________________________________________“________________________________________________________________________________________________________________________________________________________________________”",['___']
240,2018,2018,27,__________1400___,"________________________________________________________________6_25____________________________________________________________________________
_________________
__________________________2017________________________________2%_____1363______________________________________________________
________________________________1-5_____________24026______97.6%_____526.6________3.6%_5_______________5024______106.5%_____90.6________11.7%_
______________________________________________________________________________________________
_____________________2018____2018_____________
______________
______________________1-5_______________478.9________38.5%___________________________________________1400____
__________________________________________________________________80%________20__________“____”____________1-5_______“____”___54___________59.3________8.2%_
_____________________________________2017________________________________________________________________________________________________________________________
______________
______________________________________2017________________(______)__2358________________________
_______________2018_1-5___________992__________________________________________(_____)_____________“____”_____________________________________________
_______________________1-5_______________________2017_______________________________
___________________________________________2017_____________________10%________2017__________3.1______________________",['___']
241,2018,2018,27,_5_PSL__4371____ _______,"21________________________________________
____PSL______________________________PSL__________21__________________________________________
______________________PSL___________________________PSL_______________________
__________________________________________PSL_______________
_____________PSL_____________“PSL_______________________________________”______________
__PSL______
___________________2014___PSL(______)_____PSL_______
_______5__________________________________PSL_801_____5_____3.12_____________5_PSL__4371__________1424___________
___________PSL__________________________6_15__________________________1000___________(PSL)605___________________1000________
__“PSL____________________________________________________” ___21___________
_____________PSL_________________PSL____________________________________________
__“__1-5__________________________________________PSL_______________” ___________“__________________________6_7__PSL___________________________________________________”
____________________PSL____________2014-2016_PSL________(_______)____________90%_90%_82%_2017____50%_2018_____64%_
__________________________________PSL________
__________PSL_______________________1-2__PSL__________________________________________PSL________________PSL_______
____________________________________PSL__________________PSL___________________________________
__________________________________________________________________________________________________________“____”________
________
__2018_6___________________________PSL_________________
________________PSL______________________PSL___________
___________________________________________________________________PSL_________
_____21___________PSL______________________________________________PSL__________________
_______________(2018__2020_)_________1500_________________________________________
__“_______2012______________2018_______580__________500___PSL_______________________PSL__________________________________________________________”_______________","['____', '____', '____', '__', '___', '____']"
242,2018,2018,28,___________,"____________“__”________
_____5________________________________
__“_________________________________________________________________________”__________6_26___________
______________________
_____5____________________1—5__________(____)_____1—4____0.9__________________9.4%____3_____________________
___________________________________________“____________________________________________”_____“_____________________________‘___+’______________________________________________________________”
________________“___”___________________________________________________1—5__________265_______12.3%_______________________________________1—5_____________56_______13.9____________17331______10.5%_
__________________________________9.6%_____________2.8_____1—5___________________________________________________11%_15.1%_10.1%_____________4.1_8.2_3.2___________________________________1—5______________85.8%________33.7%_______23.2%_
______________1—5______________30.7%________178.5_____28.3%___________________1—4___________________________23.8%_____________40.4%_
_______________________
_________5___________________________________________________________
__“______________________________________________________________________________”_____
_______________________________________________1—4___________________15%_________3.4_______________6.24%________0.24________________________13.8%_______8.4%_
___________________________________________1—5_____________86650_______12.2%__________2.2____________76810_____15.8%___5.2_______________________19.0%________1.9%________21.1%__________13.8____________20.6%___2.6_____
__________________________7815_____________6.6%_______GDP_________________10781______5.7%____________4226______6.8%___________________________________________
_____________________
_______________________________________________________________________________
__“______________________________________________________________________”_____
_______________________2017______________2.7______2012—2016________10.8___________________________________________________________________________5_____________1.9%________
____________________________________________________________________________________________11%____________8.8%__________________2_____
_______________________________(2015____)______3.2%____________________1—5_____338_____________________78.1%________2.5_____PM2.5___48__/________7.7%_PM10___85__/______2.3%_",[]
243,2018,2018,28,________________,"6_28___________________________________________________________________________________________(______)____2018_7___12__________30_________________________________“___”_________________________
_____________________7_____________________________________________________________________________________
________“___”_
__30__________________________________________________________________________________________________
__________________________________________________5____70___________________30__________28__________0.8%_______________1.6%____________________________________“__”__________________________________________________________________5_________12______________10_____30_____
__________________________________________________________________________________________________________________________________
__“_30______________________________________________”________________30___________________________________________________
________
____________________________________________________________________“___”___________________________________________________“___”___________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________
__________________________________________________________________6____________________18____________________________1-5__159_______________________180____________5__________________________________________________",['___']
244,2018,2018,29,__________81.2_ _____________,6_29______4________________23.1__________60.8________80.3____________________NO.2018G26______55.6_______________3_______________NO.2018G27____3____________________22.6___________17056_/________0.89%___________________________5.25_____________1.0-2.5______22.4_______32.8____________2.5__/______________________6565_______(_____)________________________12_______________________________________G28_______________________________1.97_____________3_____0.59__________G29___________________2.4_____________6.4__________2.3________4%_________________________81.19_______1.1%_,['___']
245,2018,2018,29,___________,________________________________“____”__________________________________________________________________________2018_________________(________)_________________________2018________3000___________1.5_____________30____________“____”_______________________________________________________________“____”_______________________________________________________2016____________________________1.2_________5___2017____________6500______________________“_________________________________”________________________________2017__________________________________________________________________1.8____________2.9________________2017____________________________3.69________34.1%_____1773_______613.6%_________________________________55.5%______0.6____________________60.4%______0.9_______“_______________________________________________________________________”___________________________________________________________________________________________________________________________________________________________________________“_____________‘___’_________________________2017__________”____________________________“__”________________________________“___”_________________________________________________________“____”_________________________________2018_______________________________________________________________“____”_________“___‘____’__________________________________”________“____”________________________________________________________________“__”__“____”__“__”________________________________________________________________________________________“____”___________“________‘____’_________________________________‘____’____”_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“_______________________________________________________________________”_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________1000___________________________________________________2016____________________________________________110_____2017_____37__________________________________________________________________________________________________________“_____________________________________________”__________________________________________________________________________________________________________________________________________________“______________”__________________________“4050”_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,"['__', '__']"
246,2018,2018,28,____“___”____,28__________________________________________________________________________________________________________________________________________________“____”______,['___']
247,2018,2018,28,____“__”_________ _7600________,"__________208______7600___“__”______________________________________“__”___________________________________
____“__”____1.33___
__________________________“__”_______________2008_______________________________“__”_____________________________________________________________________________________________________
___________________1.33__________1.14_______“__”____10235____64.12___________6116____36.21_______16.83_______46.49%_
_________“________________‘__’___________________________________”____________________________________________________________________________
________________________________“__”_____________“__”____________“____________________________________”___________________________________
__________________________“__”____________________________“__________”________________________________________________________“______________________”
________12_____
________________________________208________“__”__6.3_________9531.4_________7601.1___
_________________32____1.6______137____4______39____0 _7____________________90%____________________________________2 _6____________0 _7___________________1.8________138.6______________________1.4_______________58.8____________94.3___
__________12___________4_________________1978_________________________________6.8_____________________________________90____
________________________“__”______________________________________________“__”______________
____
______________
__A
_____
________
____________
_____________________90_________________________________________________________
__B
_____
______
_________
___________2018__________________________________163884___
__C
_____
__1978_____
__________
___________200____________________8_____________________15_______1.2_______________3000______",[]
248,2018,2018,27,___________________,"_______26___________________________________________________________________________
_____________________________________________________________________________________________10____________________________________________________________",['__']
249,2018,2018,27,____________“____”_________________,"__
_____________“____”________________________________________________________“____”_____________________________________________________________“________”__________“________”______________________________________________________


__2018_1_23_____________________________________________________“____”_________________(________)___________________________________________________
__________________________________________________________“____”___________“____”____________________________________________“____”________________________________________________
___________“____”_______________________
__——______________________“____”_________________________________________________“____”_____________________________
__——__________________________________“____”_______________________________________“____”_______________
__——________________“____”____________________________________________________________________
__——__________________“____”____________________________________________________________________________________________“____”_____________________________________
________________________________________“____”__________________________________________________________“___”________“____”____________________
________________________“________”__________“________”_________________________________________________
_____________________________________________________________________________________________________________________
_____________________________“____”________________“____”__________________________________“____”___________________“____”___________“____”___________________________________________________________
_____________________________“____”______________________________________________________“____”___________“____”__________________________________________________
___________“____”_____________________“____”______________________________________________________________________________________________________“____”_______________________“____”___________________________________________________“____”_________________________________________________________“____”___________________________________________________________________________________________________________________________________________________“____”_______________________________",[]
